Sigla Empresa,Nombre,Fecha,Año,Número de Mes,Origen,Nombre,Ciudad Origen,Pais Origen,Destino,Nombre,Ciudad Destino,Pais Destino,Tráfico (N/I),Tipo Vuelo,Pasajeros,PesoCargaYCorreo
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,N,T,7,40
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,EOH,MEDELLIN - OLAYA HERRERA,MEDELLIN,COLOMBIA,N,T,5,71
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,UIB,QUIBDO - EL CARAÑO,QUIBDO,COLOMBIA,N,T,5,94
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,7NS,JAGUAR,PUERTO GAITAN,COLOMBIA,N,T,64,230
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,7NT,OCELOTE,PUERTO GAITAN,COLOMBIA,N,T,47,342
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,AGH,AGUACHICA HACARITAMA,AGUACHICA,COLOMBIA,N,T,30,120
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,AUC,ARAUCA - SANTIAGO PEREZ QUIROZ,ARAUCA - MUNICIPIO,COLOMBIA,N,T,39,251
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,AXM,EL EDEN,ARMENIA,COLOMBIA,N,T,38,460
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,N,T,11,3.884
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,N,T,8,520
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,BSC,BAHIA SOLANO - JOSE C. MUTIS,BAHIA SOLANO,COLOMBIA,N,T,52,650
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,BUN,BUENAVENTURA - GERARDO TOBAR LOPEZ,BUENAVENTURA,COLOMBIA,N,T,2,470
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,N,T,19,2.504
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,N,T,6,220
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,CUC,CAMILO DAZA,CUCUTA,COLOMBIA,N,T,8,2.780
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,EJA,BARRANCABERMEJA-YARIGUIES,BARRANCABERMEJA,COLOMBIA,N,T,25,3.306
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,EOH,MEDELLIN - OLAYA HERRERA,MEDELLIN,COLOMBIA,N,T,34,3.640
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,EYP,EL YOPAL,EL YOPAL,COLOMBIA,N,T,1,600
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,FLA,GUSTAVO ARTUNDUAGA PAREDES,FLORENCIA,COLOMBIA,N,T,9,100
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,FLL,FORT LAUDERDALE HOLLYWOOD INTL,FORT LAUDERDALE,ESTADOS UNIDOS,I,T,2,15
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,HAV,JOSE MARTI INTL,HABANA,CUBA,I,T,6,300
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,IBE,PERALES,IBAGUE,COLOMBIA,N,T,15,135
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,IDA,CESAR GAVIRIA TRUJILLO,PUERTO INIRIDA,COLOMBIA,N,T,56,541
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,N,T,7,100
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,MTR,MONTERIA - LOS GARZONES,MONTERIA,COLOMBIA,N,T,11,60
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,MZL,MANIZALES - LA NUBIA,MANIZALES,COLOMBIA,N,T,2,450
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,NQU,NUQUI - REYES MURILLO,NUQUI,COLOMBIA,N,T,35,1.145
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,NVA,NEIVA - BENITO SALAS,NEIVA,COLOMBIA,N,T,2,200
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,PBE,PUERTO BERRIO - LA MORELA,PUERTO BERRIO,COLOMBIA,N,T,1,500
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,PCR,GERMAN OLANO,PUERTO CARRENO,COLOMBIA,N,T,8,121
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,PEI,PEREIRA - MATECAÑAS,PEREIRA,COLOMBIA,N,T,4,750
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,PGT,MORELIA,PUERTO GAITAN,COLOMBIA,N,T,427,5.092
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,PLS,TOBASIA,PUERTO LOPEZ,COLOMBIA,N,T,0,0
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,PTY,TOCUMEN INTL,PANAMA,PANAMA,I,T,0,0
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,PUJ,PUNTA CANA INTL,PUNTA CANA,REPUBLICA DOMINICANA,I,T,8,280
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,PUU,PUERTO ASIS - 3 DE MAYO,PUERTO ASIS,COLOMBIA,N,T,16,30
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,RCH,ALMIRANTE PADILLA,RIOHACHA,COLOMBIA,N,T,1,692
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,SDQ,LAS AMERICAS,SANTO DOMINGO,REPUBLICA DOMINICANA,I,T,5,120
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,SJE,SAN JOSE DEL GUAVIARE- JORGE E GONZ,SAN JOSE DEL GUAVIARE,COLOMBIA,N,T,6,454
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,SJO,JUAN SANTAMARIA INTL,SAN JOSE,COSTA RICA,I,T,0,0
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,UIB,QUIBDO - EL CARAÑO,QUIBDO,COLOMBIA,N,T,16,50
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,VGP,VILLA GARZON,VILLA GARZON,COLOMBIA,N,T,58,430
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,VLA,VILLANUEVA - CASANARE,VILLANUEVA - CASANARE,COLOMBIA,N,T,53,275
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,T,50,1.520
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,BSA,BARBOSA - LA ESPERANZA,BARBOSA - SANTANDER,COLOMBIA,UIB,QUIBDO - EL CARAÑO,QUIBDO,COLOMBIA,N,T,16,132
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,BSC,BAHIA SOLANO - JOSE C. MUTIS,BAHIA SOLANO,COLOMBIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,N,T,11,372
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,BSC,BAHIA SOLANO - JOSE C. MUTIS,BAHIA SOLANO,COLOMBIA,CGW,SANTA ANA - VALLE,CARTAGO,COLOMBIA,N,T,144,2.477
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,BSC,BAHIA SOLANO - JOSE C. MUTIS,BAHIA SOLANO,COLOMBIA,COG,CONDOTO MANDINGA,CONDOTO,COLOMBIA,N,T,1,0
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,BSC,BAHIA SOLANO - JOSE C. MUTIS,BAHIA SOLANO,COLOMBIA,EOH,MEDELLIN - OLAYA HERRERA,MEDELLIN,COLOMBIA,N,T,883,20.940
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,BSC,BAHIA SOLANO - JOSE C. MUTIS,BAHIA SOLANO,COLOMBIA,NQU,NUQUI - REYES MURILLO,NUQUI,COLOMBIA,N,T,11,81
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,BSC,BAHIA SOLANO - JOSE C. MUTIS,BAHIA SOLANO,COLOMBIA,UIB,QUIBDO - EL CARAÑO,QUIBDO,COLOMBIA,N,T,439,7.472
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,BUN,BUENAVENTURA - GERARDO TOBAR LOPEZ,BUENAVENTURA,COLOMBIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,N,T,2,0
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,CGW,SANTA ANA - VALLE,CARTAGO,COLOMBIA,BSC,BAHIA SOLANO - JOSE C. MUTIS,BAHIA SOLANO,COLOMBIA,N,T,151,3.230
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,CGW,SANTA ANA - VALLE,CARTAGO,COLOMBIA,EOH,MEDELLIN - OLAYA HERRERA,MEDELLIN,COLOMBIA,N,T,10,161
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,CGW,SANTA ANA - VALLE,CARTAGO,COLOMBIA,NQU,NUQUI - REYES MURILLO,NUQUI,COLOMBIA,N,T,67,772
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,CGW,SANTA ANA - VALLE,CARTAGO,COLOMBIA,PPN,GUILLERMO LEON VALENCIA,POPAYAN,COLOMBIA,N,T,19,211
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,CGW,SANTA ANA - VALLE,CARTAGO,COLOMBIA,UIB,QUIBDO - EL CARAÑO,QUIBDO,COLOMBIA,N,T,19,285
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,N,T,24,335
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,N,T,4,100
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,CUR,HATO,CURACAO,ANTILLAS HOLANDESAS,I,T,0,0
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,CZM,COZUMEL INTL,COZUMEL,MEXICO,I,T,7,140
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,EOH,MEDELLIN - OLAYA HERRERA,MEDELLIN,COLOMBIA,N,T,7,200
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,N,T,1,20
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,OPF,OPA LOCKA,FLORIDA,ESTADOS UNIDOS,I,T,9,160
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,PAC,MARCOS A GELABERT INTL,PAITILLA,PANAMA,I,T,4,0
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,PTY,TOCUMEN INTL,PANAMA,PANAMA,I,T,4,50
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,SAL,EL SALVADOR INTL,SAN SALVADOR,EL SALVADOR,I,T,1,0
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,COG,CONDOTO MANDINGA,CONDOTO,COLOMBIA,EOH,MEDELLIN - OLAYA HERRERA,MEDELLIN,COLOMBIA,N,T,325,3.209
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,CPB,CAPURGANA,CAPURGANA,COLOMBIA,EOH,MEDELLIN - OLAYA HERRERA,MEDELLIN,COLOMBIA,N,T,359,3.468
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,N,T,0,0
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,N,T,2,50
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,OPF,OPA LOCKA,FLORIDA,ESTADOS UNIDOS,I,T,3,100
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,CUC,CAMILO DAZA,CUCUTA,COLOMBIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,N,T,4,0
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,CUC,CAMILO DAZA,CUCUTA,COLOMBIA,EYP,EL YOPAL,EL YOPAL,COLOMBIA,N,T,4,60
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,CUN,CANCUN INTL,CANCUN,MEXICO,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,I,T,7,180
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,CUR,HATO,CURACAO,ANTILLAS HOLANDESAS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,T,2,50
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,EBG,EL BAGRE,EL BAGRE,COLOMBIA,EOH,MEDELLIN - OLAYA HERRERA,MEDELLIN,COLOMBIA,N,T,178,1.266
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,EJA,BARRANCABERMEJA-YARIGUIES,BARRANCABERMEJA,COLOMBIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,N,T,19,150
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,EJA,BARRANCABERMEJA-YARIGUIES,BARRANCABERMEJA,COLOMBIA,EOH,MEDELLIN - OLAYA HERRERA,MEDELLIN,COLOMBIA,N,T,17,70
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,EJA,BARRANCABERMEJA-YARIGUIES,BARRANCABERMEJA,COLOMBIA,MTR,MONTERIA - LOS GARZONES,MONTERIA,COLOMBIA,N,T,6,10
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,EOH,MEDELLIN - OLAYA HERRERA,MEDELLIN,COLOMBIA,ACD,ACANDI,ACANDI,COLOMBIA,N,T,235,5.615
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,EOH,MEDELLIN - OLAYA HERRERA,MEDELLIN,COLOMBIA,BBA,PIZARRO,BAJO BAUDO,COLOMBIA,N,T,30,836
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,EOH,MEDELLIN - OLAYA HERRERA,MEDELLIN,COLOMBIA,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,N,T,14,314
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,EOH,MEDELLIN - OLAYA HERRERA,MEDELLIN,COLOMBIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,N,T,7,100
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,EOH,MEDELLIN - OLAYA HERRERA,MEDELLIN,COLOMBIA,BSC,BAHIA SOLANO - JOSE C. MUTIS,BAHIA SOLANO,COLOMBIA,N,T,1.153,53.788
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,EOH,MEDELLIN - OLAYA HERRERA,MEDELLIN,COLOMBIA,CGW,SANTA ANA - VALLE,CARTAGO,COLOMBIA,N,T,33,320
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,EOH,MEDELLIN - OLAYA HERRERA,MEDELLIN,COLOMBIA,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,N,T,6,130
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,EOH,MEDELLIN - OLAYA HERRERA,MEDELLIN,COLOMBIA,COG,CONDOTO MANDINGA,CONDOTO,COLOMBIA,N,T,383,5.542
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,EOH,MEDELLIN - OLAYA HERRERA,MEDELLIN,COLOMBIA,CPB,CAPURGANA,CAPURGANA,COLOMBIA,N,T,443,6.093
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,EOH,MEDELLIN - OLAYA HERRERA,MEDELLIN,COLOMBIA,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,N,T,5,150
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,EOH,MEDELLIN - OLAYA HERRERA,MEDELLIN,COLOMBIA,EBG,EL BAGRE,EL BAGRE,COLOMBIA,N,T,190,2.460
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,EOH,MEDELLIN - OLAYA HERRERA,MEDELLIN,COLOMBIA,LCE,GOLOSON INTL,LA CEIBA,HONDURAS,I,T,0,500
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,EOH,MEDELLIN - OLAYA HERRERA,MEDELLIN,COLOMBIA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,N,T,0,0
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,EOH,MEDELLIN - OLAYA HERRERA,MEDELLIN,COLOMBIA,MTB,MONTELIBANO - EL PINDO,MONTELIBANO,COLOMBIA,N,T,454,4.727
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,EOH,MEDELLIN - OLAYA HERRERA,MEDELLIN,COLOMBIA,NQU,NUQUI - REYES MURILLO,NUQUI,COLOMBIA,N,T,226,11.849
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,EOH,MEDELLIN - OLAYA HERRERA,MEDELLIN,COLOMBIA,PBE,PUERTO BERRIO - LA MORELA,PUERTO BERRIO,COLOMBIA,N,T,26,165
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,EOH,MEDELLIN - OLAYA HERRERA,MEDELLIN,COLOMBIA,SPD,SAN PEDRO DE URABA,SAN PEDRO,COLOMBIA,N,T,107,965
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,EOH,MEDELLIN - OLAYA HERRERA,MEDELLIN,COLOMBIA,UIB,QUIBDO - EL CARAÑO,QUIBDO,COLOMBIA,N,T,38,2.107
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,EYP,EL YOPAL,EL YOPAL,COLOMBIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,N,T,1,0
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,FLA,GUSTAVO ARTUNDUAGA PAREDES,FLORENCIA,COLOMBIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,N,T,12,100
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,FLL,FORT LAUDERDALE HOLLYWOOD INTL,FORT LAUDERDALE,ESTADOS UNIDOS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,T,0,0
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,GYE,SIMON BOLIVAR,GUAYAQUIL,ECUADOR,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,I,T,3,100
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,HAV,JOSE MARTI INTL,HABANA,CUBA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,T,6,200
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,IBE,PERALES,IBAGUE,COLOMBIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,N,T,16,165
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,IDA,CESAR GAVIRIA TRUJILLO,PUERTO INIRIDA,COLOMBIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,N,T,57,530
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,LCE,GOLOSON INTL,LA CEIBA,HONDURAS,ADZ,SAN ANDRES-GUSTAVO ROJAS PINILLA,SAN ANDRES - ISLA,COLOMBIA,I,T,0,500
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,N,T,0,0
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,N,T,11,220
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,N,T,4,200
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,EOH,MEDELLIN - OLAYA HERRERA,MEDELLIN,COLOMBIA,N,T,0,0
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,GYE,SIMON BOLIVAR,GUAYAQUIL,ECUADOR,I,T,0,0
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,PTY,TOCUMEN INTL,PANAMA,PANAMA,I,T,1,50
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,MTB,MONTELIBANO - EL PINDO,MONTELIBANO,COLOMBIA,EOH,MEDELLIN - OLAYA HERRERA,MEDELLIN,COLOMBIA,N,T,349,2.548
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,MTR,MONTERIA - LOS GARZONES,MONTERIA,COLOMBIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,N,T,6,10
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,MZL,MANIZALES - LA NUBIA,MANIZALES,COLOMBIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,N,T,2,0
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,NAS,NASSAU INTL,NASSAU,BAHAMAS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,T,8,180
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,NQU,NUQUI - REYES MURILLO,NUQUI,COLOMBIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,N,T,10,120
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,NQU,NUQUI - REYES MURILLO,NUQUI,COLOMBIA,BSC,BAHIA SOLANO - JOSE C. MUTIS,BAHIA SOLANO,COLOMBIA,N,T,4,49
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,NQU,NUQUI - REYES MURILLO,NUQUI,COLOMBIA,CGW,SANTA ANA - VALLE,CARTAGO,COLOMBIA,N,T,26,557
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,NQU,NUQUI - REYES MURILLO,NUQUI,COLOMBIA,EOH,MEDELLIN - OLAYA HERRERA,MEDELLIN,COLOMBIA,N,T,98,1.532
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,NQU,NUQUI - REYES MURILLO,NUQUI,COLOMBIA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,N,T,11,0
1EH,SEARCA S.A.,01-dic-21 00:00:00,2021,12,NQU,NUQUI - REYES MURILLO,NUQUI,COLOMBIA,UIB,QUIBDO - EL CARAÑO,QUIBDO,COLOMBIA,N,T,33,266
