Sigla Empresa,Nombre,Fecha,Año,Número de Mes,Origen,Nombre,Ciudad Origen,Pais Origen,Destino,Nombre,Ciudad Destino,Pais Destino,Tráfico (N/I),Tipo Vuelo,Pasajeros,PesoCargaYCorreo
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,N,A,4,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,N,R,6.788,20.773
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,CUC,CAMILO DAZA,CUCUTA,COLOMBIA,N,A,7,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,CUC,CAMILO DAZA,CUCUTA,COLOMBIA,N,R,1.571,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,CUN,CANCUN INTL,CANCUN,MEXICO,I,A,8,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,CUN,CANCUN INTL,CANCUN,MEXICO,I,R,525,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,CUR,HATO,CURACAO,ANTILLAS HOLANDESAS,I,R,135,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,EJA,BARRANCABERMEJA-YARIGUIES,BARRANCABERMEJA,COLOMBIA,N,A,3,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,EJA,BARRANCABERMEJA-YARIGUIES,BARRANCABERMEJA,COLOMBIA,N,R,28,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,FLL,FORT LAUDERDALE HOLLYWOOD INTL,FORT LAUDERDALE,ESTADOS UNIDOS,I,A,2,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,FLL,FORT LAUDERDALE HOLLYWOOD INTL,FORT LAUDERDALE,ESTADOS UNIDOS,I,R,34,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,GIG,RIO DE JANEIRO - GALEAO,RIO DE JANEIRO,BRASIL,I,R,180,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,GRU,GUARULHOS,SAO PAULO,BRASIL,I,R,458,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,GUA,LA AURORA,GUATEMALA,GUATEMALA,I,A,7,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,GUA,LA AURORA,GUATEMALA,GUATEMALA,I,R,69,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,GYE,SIMON BOLIVAR,GUAYAQUIL,ECUADOR,I,R,229,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,IAD,DULLES INTL D.C.,WASHINGTON,ESTADOS UNIDOS,I,R,68,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,JFK,JOHN F KENNEDY INTL,NEW YORK,ESTADOS UNIDOS,I,A,3,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,JFK,JOHN F KENNEDY INTL,NEW YORK,ESTADOS UNIDOS,I,R,1.225,535
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,LAX,LOS ANGELES INTL,LOS ANGELES,ESTADOS UNIDOS,I,R,307,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,LET,LETICIA-ALFREDO VASQUEZ COBO,LETICIA,COLOMBIA,N,A,3,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,LET,LETICIA-ALFREDO VASQUEZ COBO,LETICIA,COLOMBIA,N,C,307,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,LET,LETICIA-ALFREDO VASQUEZ COBO,LETICIA,COLOMBIA,N,R,320,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,LIM,CALLAO /INTL JORGE CHAVEZ,LIMA,PERU,I,R,193,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,LPB,EL ALTO INTERNACIONAL,LA PAZ,BOLIVIA,I,R,13,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,MAD,BARAJAS,MADRID,ESPANA,I,R,1.525,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,MCO,HERDON,ORLANDO,ESTADOS UNIDOS,I,R,946,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,N,A,2,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,N,R,10.501,33.932
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,MEX,LICENCIADO BENITO JUAREZ INTL,MEXICO,MEXICO,I,R,1.121,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,MIA,MIAMI INTL,MIAMI,ESTADOS UNIDOS,I,R,2.202,25.497
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,MTR,MONTERIA - LOS GARZONES,MONTERIA,COLOMBIA,N,R,564,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,MVD,CARRASCO,MONTEVIDEO,URUGUAY,I,R,28,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,PEI,PEREIRA - MATECAÑAS,PEREIRA,COLOMBIA,N,R,34,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,PSO,PASTO - ANTONIO NARIQO,PASTO,COLOMBIA,N,R,2.364,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,PTY,TOCUMEN INTL,PANAMA,PANAMA,I,R,25,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,PUJ,PUNTA CANA INTL,PUNTA CANA,REPUBLICA DOMINICANA,I,A,3,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,PUJ,PUNTA CANA INTL,PUNTA CANA,REPUBLICA DOMINICANA,I,R,576,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,RCH,ALMIRANTE PADILLA,RIOHACHA,COLOMBIA,N,R,519,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,SAL,EL SALVADOR INTL,SAN SALVADOR,EL SALVADOR,I,R,8,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,SCL,ARTURO MERINO BENITEZ INTL,SANTIAGO,CHILE,I,R,616,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,SDQ,LAS AMERICAS,SANTO DOMINGO,REPUBLICA DOMINICANA,I,A,1,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,SDQ,LAS AMERICAS,SANTO DOMINGO,REPUBLICA DOMINICANA,I,R,165,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,SJO,JUAN SANTAMARIA INTL,SAN JOSE,COSTA RICA,I,R,149,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PUERTO RICO,I,R,114,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,SMR,SIMON BOLIVAR,SANTA MARTA,COLOMBIA,N,R,5.420,652
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,UIO,AEROPUERTO INTERNACIONAL MARISCAL S,QUITO,ECUADOR,I,R,9,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,N,A,6,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,N,R,743,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,YYZ,LESTER B PEARSON INTL,TORONTO,CANADA,I,R,62,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,ADZ,SAN ANDRES-GUSTAVO ROJAS PINILLA,SAN ANDRES - ISLA,COLOMBIA,N,R,63,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,ASU,SILVIO PETTIROSSI INTL,ASUNCION,PARAGUAY,I,R,108,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,AUA,REINA BEATRIX INTL,ARUBA,ANTILLAS HOLANDESAS,I,R,69,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,AXM,EL EDEN,ARMENIA,COLOMBIA,N,A,2,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,AXM,EL EDEN,ARMENIA,COLOMBIA,N,R,304,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,BCN,BARCELONA,BARCELONA,ESPANA,I,R,97,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,N,A,12,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,N,R,4.017,8
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,N,A,804,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,N,R,51.236,38.205
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,BUE,MINISTRO PISTARINI,BUENOS AIRES,ARGENTINA,I,R,216,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,N,A,6,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,N,R,6.521,1.434
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,CUC,CAMILO DAZA,CUCUTA,COLOMBIA,N,A,12,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,CUC,CAMILO DAZA,CUCUTA,COLOMBIA,N,R,1.127,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,CUN,CANCUN INTL,CANCUN,MEXICO,I,R,115,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,CUR,HATO,CURACAO,ANTILLAS HOLANDESAS,I,A,3,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,CUR,HATO,CURACAO,ANTILLAS HOLANDESAS,I,R,30,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,EJA,BARRANCABERMEJA-YARIGUIES,BARRANCABERMEJA,COLOMBIA,N,A,6,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,EJA,BARRANCABERMEJA-YARIGUIES,BARRANCABERMEJA,COLOMBIA,N,R,30,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,FLL,FORT LAUDERDALE HOLLYWOOD INTL,FORT LAUDERDALE,ESTADOS UNIDOS,I,R,9,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,GIG,RIO DE JANEIRO - GALEAO,RIO DE JANEIRO,BRASIL,I,R,148,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,GRU,GUARULHOS,SAO PAULO,BRASIL,I,R,280,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,GUA,LA AURORA,GUATEMALA,GUATEMALA,I,A,2,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,GUA,LA AURORA,GUATEMALA,GUATEMALA,I,R,60,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,GYE,SIMON BOLIVAR,GUAYAQUIL,ECUADOR,I,R,211,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,IAD,DULLES INTL D.C.,WASHINGTON,ESTADOS UNIDOS,I,R,21,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,JFK,JOHN F KENNEDY INTL,NEW YORK,ESTADOS UNIDOS,I,A,1,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,JFK,JOHN F KENNEDY INTL,NEW YORK,ESTADOS UNIDOS,I,R,198,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,LAX,LOS ANGELES INTL,LOS ANGELES,ESTADOS UNIDOS,I,A,2,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,LAX,LOS ANGELES INTL,LOS ANGELES,ESTADOS UNIDOS,I,R,268,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,LET,LETICIA-ALFREDO VASQUEZ COBO,LETICIA,COLOMBIA,N,R,44,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,LIM,CALLAO /INTL JORGE CHAVEZ,LIMA,PERU,I,R,246,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,LPB,EL ALTO INTERNACIONAL,LA PAZ,BOLIVIA,I,R,32,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,MAD,BARAJAS,MADRID,ESPANA,I,R,306,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,MCO,HERDON,ORLANDO,ESTADOS UNIDOS,I,R,9,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,N,A,5,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,N,R,12.820,2.160
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,MEX,LICENCIADO BENITO JUAREZ INTL,MEXICO,MEXICO,I,R,460,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,MIA,MIAMI INTL,MIAMI,ESTADOS UNIDOS,I,A,4,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,MIA,MIAMI INTL,MIAMI,ESTADOS UNIDOS,I,R,76,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,MVD,CARRASCO,MONTEVIDEO,URUGUAY,I,R,28,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,PEI,PEREIRA - MATECAÑAS,PEREIRA,COLOMBIA,N,R,3.520,16
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,PSO,PASTO - ANTONIO NARIQO,PASTO,COLOMBIA,N,A,1,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,PSO,PASTO - ANTONIO NARIQO,PASTO,COLOMBIA,N,R,343,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,PTY,TOCUMEN INTL,PANAMA,PANAMA,I,R,37,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,PUJ,PUNTA CANA INTL,PUNTA CANA,REPUBLICA DOMINICANA,I,R,90,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,SAL,EL SALVADOR INTL,SAN SALVADOR,EL SALVADOR,I,R,11,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,SCL,ARTURO MERINO BENITEZ INTL,SANTIAGO,CHILE,I,R,161,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,SDQ,LAS AMERICAS,SANTO DOMINGO,REPUBLICA DOMINICANA,I,R,74,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,SJO,JUAN SANTAMARIA INTL,SAN JOSE,COSTA RICA,I,R,188,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PUERTO RICO,I,R,45,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,UIO,AEROPUERTO INTERNACIONAL MARISCAL S,QUITO,ECUADOR,I,A,3,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,UIO,AEROPUERTO INTERNACIONAL MARISCAL S,QUITO,ECUADOR,I,R,50,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,YYZ,LESTER B PEARSON INTL,TORONTO,CANADA,I,R,9,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CUC,CAMILO DAZA,CUCUTA,COLOMBIA,ADZ,SAN ANDRES-GUSTAVO ROJAS PINILLA,SAN ANDRES - ISLA,COLOMBIA,N,A,8,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CUC,CAMILO DAZA,CUCUTA,COLOMBIA,ADZ,SAN ANDRES-GUSTAVO ROJAS PINILLA,SAN ANDRES - ISLA,COLOMBIA,N,R,301,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CUC,CAMILO DAZA,CUCUTA,COLOMBIA,ASU,SILVIO PETTIROSSI INTL,ASUNCION,PARAGUAY,I,R,14,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CUC,CAMILO DAZA,CUCUTA,COLOMBIA,AUA,REINA BEATRIX INTL,ARUBA,ANTILLAS HOLANDESAS,I,R,37,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CUC,CAMILO DAZA,CUCUTA,COLOMBIA,AXM,EL EDEN,ARMENIA,COLOMBIA,N,R,51,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CUC,CAMILO DAZA,CUCUTA,COLOMBIA,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,N,A,8,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CUC,CAMILO DAZA,CUCUTA,COLOMBIA,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,N,R,646,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CUC,CAMILO DAZA,CUCUTA,COLOMBIA,BCN,BARCELONA,BARCELONA,ESPANA,I,R,72,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CUC,CAMILO DAZA,CUCUTA,COLOMBIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,N,A,89,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CUC,CAMILO DAZA,CUCUTA,COLOMBIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,N,R,21.853,226.812
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CUC,CAMILO DAZA,CUCUTA,COLOMBIA,BUE,MINISTRO PISTARINI,BUENOS AIRES,ARGENTINA,I,R,210,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CUC,CAMILO DAZA,CUCUTA,COLOMBIA,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,N,A,4,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CUC,CAMILO DAZA,CUCUTA,COLOMBIA,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,N,R,1.202,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CUC,CAMILO DAZA,CUCUTA,COLOMBIA,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,N,A,5,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CUC,CAMILO DAZA,CUCUTA,COLOMBIA,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,N,R,1.290,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CUC,CAMILO DAZA,CUCUTA,COLOMBIA,CUN,CANCUN INTL,CANCUN,MEXICO,I,A,9,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CUC,CAMILO DAZA,CUCUTA,COLOMBIA,CUN,CANCUN INTL,CANCUN,MEXICO,I,R,217,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CUC,CAMILO DAZA,CUCUTA,COLOMBIA,CUR,HATO,CURACAO,ANTILLAS HOLANDESAS,I,R,28,0
AVA,AVIANCA,01-dic-21 00:00:00,2021,12,CUC,CAMILO DAZA,CUCUTA,COLOMBIA,FLL,FORT LAUDERDALE HOLLYWOOD INTL,FORT LAUDERDALE,ESTADOS UNIDOS,I,R,5,0
